DATE	HOUR	STATION	CO	FSP	NO2	NOX	O3	RSP	SO2
2016-04-09	23	TSEUNG KWAN O	78.0	17.0	39.0	63.0	9.0		10.0
2016-04-09	24	TSEUNG KWAN O	75.0	18.0	36.0	50.0	9.0		9.0
2016-04-10	1	TSEUNG KWAN O	74.0	16.0	40.0	62.0	7.0	24.0	12.0
2016-04-10	2	TSEUNG KWAN O	74.0	18.0	37.0	51.0	9.0	26.0	14.0
2016-04-10	3	TSEUNG KWAN O	70.0	18.0	29.0	37.0	14.0	24.0	13.0
2016-04-10	4	TSEUNG KWAN O	68.0	14.0	28.0	38.0	14.0	21.0	12.0
2016-04-10	5	TSEUNG KWAN O	67.0	16.0	24.0	30.0	18.0	21.0	11.0
2016-04-10	6	TSEUNG KWAN O	66.0	17.0	28.0	45.0	16.0	21.0	7.0
2016-04-10	7	TSEUNG KWAN O	68.0	17.0	26.0	41.0	20.0	19.0	7.0
2016-04-10	8	TSEUNG KWAN O	68.0	14.0	24.0	36.0	22.0	19.0	5.0
2016-04-10	9	TSEUNG KWAN O	68.0	9.0	23.0	38.0	28.0	15.0	4.0
2016-04-10	10	TSEUNG KWAN O	70.0	10.0	18.0	26.0	33.0	14.0	3.0
2016-04-10	11	TSEUNG KWAN O	72.0	16.0	26.0	38.0	29.0	35.0	2.0
2016-04-10	12	TSEUNG KWAN O	82.0	17.0	50.0	59.0	62.0	35.0	1.0
2016-04-10	13	TSEUNG KWAN O	90.0	10.0	59.0	76.0	60.0	13.0	1.0
2016-04-10	14	TSEUNG KWAN O	88.0	6.0	53.0	64.0	61.0		1.0
2016-04-10	15	TSEUNG KWAN O	98.0	9.0	76.0	94.0	35.0		1.0
2016-04-10	16	TSEUNG KWAN O	98.0	13.0	80.0	100.0	30.0	15.0	2.0
2016-04-10	17	TSEUNG KWAN O	79.0	11.0	23.0	29.0	97.0	16.0	1.0
2016-04-10	18	TSEUNG KWAN O	82.0	6.0	29.0	33.0	85.0	16.0	1.0
2016-04-10	19	TSEUNG KWAN O	82.0	4.0	30.0	34.0	79.0	16.0	2.0
2016-04-10	20	TSEUNG KWAN O	81.0	2.0	25.0	29.0	88.0	11.0	2.0
2016-04-10	21	TSEUNG KWAN O	77.0	4.0	17.0	20.0	95.0	12.0	2.0
2016-04-10	22	TSEUNG KWAN O	77.0	8.0	15.0	18.0	93.0	17.0	2.0
2016-04-10	23	TSEUNG KWAN O	81.0	10.0	22.0	25.0	85.0	17.0	1.0
2016-04-10	24	TSEUNG KWAN O	79.0	9.0	19.0	22.0	84.0	14.0	1.0
2016-04-11	1	TSEUNG KWAN O	78.0	8.0	14.0	16.0	89.0	10.0	1.0
2016-04-11	2	TSEUNG KWAN O	76.0	6.0	12.0	15.0	87.0	11.0	1.0
2016-04-11	3	TSEUNG KWAN O	72.0	3.0	5.0	8.0	95.0	9.0	1.0
2016-04-11	4	TSEUNG KWAN O		6.0				6.0	
2016-04-11	5	TSEUNG KWAN O		8.0				9.0	
2016-04-11	6	TSEUNG KWAN O	73.0	8.0	7.0	10.0	76.0	13.0	1.0
2016-04-11	7	TSEUNG KWAN O	79.0	6.0	26.0	38.0	60.0	15.0	2.0
2016-04-11	8	TSEUNG KWAN O	81.0	5.0	23.0	28.0	63.0		1.0
2016-04-11	9	TSEUNG KWAN O	81.0	10.0	24.0	29.0	63.0		2.0
2016-04-11	10	TSEUNG KWAN O	80.0	12.0	19.0	25.0	68.0	15.0	2.0
2016-04-11	11	TSEUNG KWAN O	80.0	12.0	25.0	30.0	66.0	43.0	2.0
2016-04-11	12	TSEUNG KWAN O	81.0	14.0	17.0	22.0	79.0	45.0	3.0
2016-04-11	13	TSEUNG KWAN O	81.0	17.0	15.0	20.0	79.0	19.0	3.0
2016-04-11	14	TSEUNG KWAN O	77.0	16.0	19.0	23.0	67.0	17.0	2.0
2016-04-11	15	TSEUNG KWAN O	74.0	12.0	18.0	22.0	73.0	19.0	3.0
2016-04-11	16	TSEUNG KWAN O	72.0	12.0	16.0	21.0	78.0	20.0	3.0
2016-04-11	17	TSEUNG KWAN O	74.0	11.0	21.0	26.0	80.0	23.0	3.0
2016-04-11	18	TSEUNG KWAN O	72.0	5.0	11.0	15.0	89.0	21.0	2.0
2016-04-11	19	TSEUNG KWAN O	78.0	5.0	16.0	20.0	83.0	18.0	2.0
2016-04-11	20	TSEUNG KWAN O	76.0	5.0	14.0	18.0	84.0	17.0	2.0
2016-04-11	21	TSEUNG KWAN O	74.0	6.0	13.0	17.0	85.0	20.0	3.0
2016-04-11	22	TSEUNG KWAN O	75.0	6.0	15.0	20.0	82.0	22.0	4.0
2016-04-11	23	TSEUNG KWAN O	75.0	2.0	12.0	16.0	87.0	17.0	3.0
2016-04-11	24	TSEUNG KWAN O	72.0	5.0	10.0	14.0	91.0	16.0	3.0
2016-04-12	1	TSEUNG KWAN O	70.0	7.0	13.0	19.0	88.0	17.0	2.0
2016-04-12	2	TSEUNG KWAN O	70.0	3.0	7.0	10.0	92.0	16.0	2.0
2016-04-12	3	TSEUNG KWAN O	69.0	4.0	5.0	7.0	94.0	16.0	2.0
2016-04-12	4	TSEUNG KWAN O	66.0	5.0	4.0	7.0	92.0	18.0	2.0
2016-04-12	5	TSEUNG KWAN O	66.0	6.0	6.0	9.0	86.0	18.0	3.0
2016-04-12	6	TSEUNG KWAN O	65.0	4.0	6.0	10.0	88.0	19.0	3.0
2016-04-12	7	TSEUNG KWAN O	70.0	5.0	16.0	22.0	73.0	19.0	4.0
2016-04-12	8	TSEUNG KWAN O	69.0	9.0	16.0	20.0	75.0	18.0	3.0
2016-04-12	9	TSEUNG KWAN O	71.0	9.0	21.0	28.0	71.0	17.0	3.0
2016-04-12	10	TSEUNG KWAN O	70.0	10.0	18.0	23.0	73.0	18.0	4.0
2016-04-12	11	TSEUNG KWAN O	71.0	18.0	17.0	21.0	71.0	26.0	3.0
2016-04-12	12	TSEUNG KWAN O	72.0	18.0	20.0	26.0	69.0	27.0	4.0
2016-04-12	13	TSEUNG KWAN O	71.0	19.0	15.0	19.0	79.0	30.0	3.0
2016-04-12	14	TSEUNG KWAN O	70.0	21.0	16.0	20.0	83.0	38.0	3.0
2016-04-12	15	TSEUNG KWAN O	71.0	20.0	17.0	21.0	80.0	40.0	2.0
2016-04-12	16	TSEUNG KWAN O	73.0	16.0	28.0	34.0	74.0	33.0	3.0
2016-04-12	17	TSEUNG KWAN O	72.0	7.0	24.0	28.0	78.0	20.0	3.0
2016-04-12	18	TSEUNG KWAN O	74.0	11.0	29.0	35.0	70.0	22.0	2.0
2016-04-12	19	TSEUNG KWAN O	80.0	19.0	31.0	36.0	67.0	29.0	2.0
2016-04-12	20	TSEUNG KWAN O	88.0	18.0	53.0	67.0	43.0	29.0	2.0
2016-04-12	21	TSEUNG KWAN O	79.0	12.0	26.0	33.0	68.0	21.0	1.0
2016-04-12	22	TSEUNG KWAN O	77.0	5.0	14.0	18.0	75.0	13.0	2.0
2016-04-12	23	TSEUNG KWAN O	78.0	3.0	18.0	22.0	69.0	10.0	2.0
2016-04-12	24	TSEUNG KWAN O	90.0	5.0	48.0	62.0	36.0	10.0	2.0
2016-04-13	1	TSEUNG KWAN O	84.0	8.0	36.0	42.0	44.0	13.0	2.0
2016-04-13	2	TSEUNG KWAN O	74.0	9.0	13.0	16.0	64.0	15.0	3.0
2016-04-13	3	TSEUNG KWAN O	75.0	8.0	14.0	18.0	57.0	19.0	2.0
2016-04-13	4	TSEUNG KWAN O		7.0				27.0	
2016-04-13	5	TSEUNG KWAN O	69.0	8.0	9.0	13.0	61.0	31.0	3.0
2016-04-13	6	TSEUNG KWAN O	82.0	7.0	44.0	101.0	13.0	26.0	3.0
2016-04-13	7	TSEUNG KWAN O	104.0	8.0	62.0	281.0	2.0	26.0	6.0
2016-04-13	8	TSEUNG KWAN O	116.0	12.0	67.0	187.0	20.0	29.0	4.0
2016-04-13	9	TSEUNG KWAN O	113.0	13.0	93.0	134.0	20.0	18.0	2.0
2016-04-13	10	TSEUNG KWAN O	120.0	7.0	112.0	204.0	5.0		3.0
2016-04-13	11	TSEUNG KWAN O	123.0	4.0	122.0	220.0	6.0		4.0
2016-04-13	12	TSEUNG KWAN O	127.0	13.0	121.0	237.0	5.0	10.0	4.0
2016-04-13	13	TSEUNG KWAN O	130.0	23.0	109.0	171.0	10.0	24.0	3.0
2016-04-13	14	TSEUNG KWAN O	119.0	28.0	91.0	109.0	25.0	31.0	2.0
2016-04-13	15	TSEUNG KWAN O	105.0	27.0	49.0	54.0	66.0	29.0	1.0
2016-04-13	16	TSEUNG KWAN O	113.0	20.0	98.0	175.0	9.0	19.0	3.0
2016-04-13	17	TSEUNG KWAN O	103.0	13.0	53.0	67.0	49.0	16.0	2.0
2016-04-13	18	TSEUNG KWAN O	103.0	12.0	46.0	51.0	55.0	18.0	2.0
2016-04-13	19	TSEUNG KWAN O	116.0		61.0	72.0	28.0	18.0	2.0
2016-04-13	20	TSEUNG KWAN O	106.0		37.0	42.0	48.0	16.0	1.0
2016-04-13	21	TSEUNG KWAN O	100.0		26.0	30.0	63.0	12.0	2.0
2016-04-13	22	TSEUNG KWAN O	99.0	12.0	18.0	22.0	74.0	13.0	2.0
2016-04-13	23	TSEUNG KWAN O	97.0	10.0	13.0	16.0	81.0	15.0	2.0
2016-04-13	24	TSEUNG KWAN O	97.0	11.0	12.0	15.0	77.0	13.0	2.0
2016-04-14	1	TSEUNG KWAN O	96.0	11.0	16.0	19.0	69.0	13.0	2.0
2016-04-14	2	TSEUNG KWAN O	97.0	11.0	20.0	23.0	57.0	13.0	2.0
2016-04-14	3	TSEUNG KWAN O	101.0	10.0	22.0	26.0	48.0	15.0	2.0
2016-04-14	4	TSEUNG KWAN O	97.0	10.0	10.0	13.0	65.0	16.0	2.0
2016-04-14	5	TSEUNG KWAN O	96.0	14.0	6.0	9.0	75.0	20.0	2.0
2016-04-14	6	TSEUNG KWAN O	97.0	12.0	16.0	22.0	60.0	18.0	2.0
2016-04-14	7	TSEUNG KWAN O	106.0	11.0	43.0	52.0	33.0	13.0	2.0
2016-04-14	8	TSEUNG KWAN O	106.0	8.0	45.0	65.0	33.0	7.0	2.0
2016-04-14	9	TSEUNG KWAN O	102.0	8.0	36.0	50.0	41.0	8.0	2.0
2016-04-14	10	TSEUNG KWAN O	97.0	10.0	23.0	28.0	51.0	14.0	3.0
2016-04-14	11	TSEUNG KWAN O	99.0	12.0	27.0	34.0	46.0	18.0	4.0
2016-04-14	12	TSEUNG KWAN O	110.0	14.0	45.0	60.0	25.0	22.0	3.0
2016-04-14	13	TSEUNG KWAN O	102.0	13.0	31.0	42.0	38.0	22.0	3.0
2016-04-14	14	TSEUNG KWAN O	104.0	12.0	45.0	62.0	18.0	20.0	2.0
2016-04-14	15	TSEUNG KWAN O	111.0	14.0	51.0	83.0	10.0	20.0	2.0
2016-04-14	16	TSEUNG KWAN O	99.0	15.0	45.0	64.0	15.0	26.0	5.0
2016-04-14	17	TSEUNG KWAN O	97.0	14.0	48.0	62.0	12.0	27.0	8.0
2016-04-14	18	TSEUNG KWAN O	97.0	17.0	38.0	44.0	21.0	28.0	6.0
2016-04-14	19	TSEUNG KWAN O	98.0	19.0	23.0	27.0	42.0	28.0	4.0
2016-04-14	20	TSEUNG KWAN O	103.0	20.0	32.0	37.0	28.0	26.0	3.0
2016-04-14	21	TSEUNG KWAN O	103.0	19.0	34.0	42.0	19.0	23.0	3.0
2016-04-14	22	TSEUNG KWAN O	97.0	14.0	27.0	32.0	24.0	21.0	2.0
2016-04-14	23	TSEUNG KWAN O	90.0	6.0	18.0	22.0	32.0	14.0	2.0
2016-04-14	24	TSEUNG KWAN O	89.0	4.0	16.0	19.0	35.0	12.0	2.0
2016-04-15	1	TSEUNG KWAN O	89.0	8.0	17.0	21.0	35.0	17.0	2.0
2016-04-15	2	TSEUNG KWAN O	87.0	7.0	10.0	13.0	52.0	15.0	2.0
2016-04-15	3	TSEUNG KWAN O	85.0	7.0	13.0	16.0	52.0	12.0	2.0
2016-04-15	4	TSEUNG KWAN O		6.0				11.0	
2016-04-15	5	TSEUNG KWAN O	76.0	7.0	4.0	8.0	72.0	14.0	2.0
2016-04-15	6	TSEUNG KWAN O	78.0	9.0	7.0	10.0	68.0	16.0	2.0
2016-04-15	7	TSEUNG KWAN O	86.0	10.0	20.0	26.0	72.0	17.0	2.0
2016-04-15	8	TSEUNG KWAN O	94.0	16.0	40.0	48.0	74.0	20.0	2.0
2016-04-15	9	TSEUNG KWAN O	95.0	21.0	29.0	35.0	89.0	26.0	1.0
2016-04-15	10	TSEUNG KWAN O	94.0	24.0	28.0	33.0	89.0	30.0	2.0
2016-04-15	11	TSEUNG KWAN O	89.0	22.0	25.0	29.0	95.0	26.0	2.0
2016-04-15	12	TSEUNG KWAN O	88.0	19.0	26.0	31.0	98.0	22.0	1.0
2016-04-15	13	TSEUNG KWAN O	86.0	16.0	21.0	25.0	99.0	16.0	2.0
2016-04-15	14	TSEUNG KWAN O	85.0	9.0	20.0	25.0	116.0	11.0	1.0
2016-04-15	15	TSEUNG KWAN O	83.0	6.0	17.0	21.0	120.0	10.0	1.0
2016-04-15	16	TSEUNG KWAN O	82.0	8.0	18.0	22.0	115.0	11.0	1.0
2016-04-15	17	TSEUNG KWAN O	83.0	3.0	21.0	25.0	113.0	45.0	1.0
2016-04-15	18	TSEUNG KWAN O	83.0	5.0	18.0	22.0	115.0	47.0	1.0
2016-04-15	19	TSEUNG KWAN O	84.0	19.0	18.0	22.0	112.0	28.0	2.0
2016-04-15	20	TSEUNG KWAN O	84.0	29.0	22.0	28.0	104.0	45.0	2.0
2016-04-15	21	TSEUNG KWAN O	83.0	36.0	17.0	21.0	105.0	62.0	2.0
2016-04-15	22	TSEUNG KWAN O	82.0	37.0	15.0	20.0	108.0	70.0	3.0
2016-04-15	23	TSEUNG KWAN O	86.0	37.0	19.0	23.0	100.0	78.0	3.0
2016-04-15	24	TSEUNG KWAN O	84.0	37.0	15.0	19.0	98.0	82.0	3.0
2016-04-16	1	TSEUNG KWAN O	84.0	36.0	15.0	19.0	92.0	77.0	3.0
2016-04-16	2	TSEUNG KWAN O	82.0	29.0	12.0	15.0	90.0	71.0	4.0
2016-04-16	3	TSEUNG KWAN O	82.0	32.0	11.0	15.0	81.0	80.0	4.0
2016-04-16	4	TSEUNG KWAN O	82.0	38.0	10.0	13.0	74.0	97.0	4.0
2016-04-16	5	TSEUNG KWAN O	82.0	43.0	12.0	16.0	62.0	109.0	4.0
2016-04-16	6	TSEUNG KWAN O	83.0	48.0	16.0	20.0	52.0	110.0	3.0
2016-04-16	7	TSEUNG KWAN O	91.0	41.0	30.0	37.0	32.0	87.0	4.0
2016-04-16	8	TSEUNG KWAN O	110.0	29.0	61.0	211.0	4.0	58.0	7.0
2016-04-16	9	TSEUNG KWAN O	83.0	17.0	42.0	96.0	8.0	31.0	9.0
2016-04-16	10	TSEUNG KWAN O	85.0	15.0	39.0	102.0	9.0		12.0
2016-04-16	11	TSEUNG KWAN O	84.0	11.0	36.0	87.0	15.0		10.0
2016-04-16	12	TSEUNG KWAN O	81.0	14.0	30.0	59.0	22.0		5.0
2016-04-16	13	TSEUNG KWAN O	81.0	15.0	22.0	42.0	33.0		4.0
2016-04-16	14	TSEUNG KWAN O	81.0	13.0	25.0	45.0	31.0		4.0
2016-04-16	15	TSEUNG KWAN O	80.0	12.0	20.0	36.0	35.0		3.0
2016-04-16	16	TSEUNG KWAN O	81.0	12.0	21.0	38.0	33.0		3.0
2016-04-16	17	TSEUNG KWAN O	82.0	16.0	18.0	32.0	30.0	19.0	2.0
2016-04-16	18	TSEUNG KWAN O	86.0	19.0	31.0	52.0	18.0	35.0	2.0
2016-04-16	19	TSEUNG KWAN O	93.0	26.0	39.0	75.0	11.0	39.0	4.0
2016-04-16	20	TSEUNG KWAN O	107.0	26.0	46.0	103.0	4.0	39.0	6.0
2016-04-16	21	TSEUNG KWAN O	100.0	27.0	43.0	95.0	3.0	39.0	9.0
2016-04-16	22	TSEUNG KWAN O	98.0	29.0	40.0	79.0	2.0	41.0	9.0
2016-04-16	23	TSEUNG KWAN O	102.0	29.0	39.0	95.0	2.0	39.0	11.0
2016-04-16	24	TSEUNG KWAN O	90.0	28.0	34.0	69.0	3.0	37.0	9.0
2016-04-17	1	TSEUNG KWAN O	78.0	22.0	25.0	35.0	7.0	32.0	6.0
2016-04-17	2	TSEUNG KWAN O	84.0	15.0	27.0	44.0	3.0	24.0	5.0
2016-04-17	3	TSEUNG KWAN O	80.0	17.0	24.0	37.0	5.0	22.0	5.0
2016-04-17	4	TSEUNG KWAN O		20.0				19.0	
2016-04-17	5	TSEUNG KWAN O	70.0	18.0	16.0	20.0	10.0		4.0
2016-04-17	6	TSEUNG KWAN O	73.0	11.0	22.0	27.0	6.0	11.0	5.0
2016-04-17	7	TSEUNG KWAN O	75.0	8.0	22.0	30.0	6.0	11.0	5.0
2016-04-17	8	TSEUNG KWAN O	78.0	16.0	23.0	36.0	6.0	17.0	5.0
2016-04-17	9	TSEUNG KWAN O	83.0	14.0	28.0	62.0	6.0	16.0	7.0
2016-04-17	10	TSEUNG KWAN O	83.0	12.0	30.0	77.0	8.0	15.0	9.0
2016-04-17	11	TSEUNG KWAN O	82.0	12.0	28.0	62.0	10.0	15.0	8.0
2016-04-17	12	TSEUNG KWAN O	81.0	15.0	28.0	57.0	11.0	18.0	9.0
2016-04-17	13	TSEUNG KWAN O	80.0	18.0	24.0	44.0	17.0	23.0	7.0
2016-04-17	14	TSEUNG KWAN O	81.0	14.0	25.0	48.0	17.0	24.0	8.0
2016-04-17	15	TSEUNG KWAN O	79.0	14.0	18.0	33.0	24.0	24.0	5.0
2016-04-17	16	TSEUNG KWAN O	78.0	17.0	16.0	26.0	25.0	21.0	5.0
2016-04-17	17	TSEUNG KWAN O	79.0	10.0	16.0	26.0	22.0	17.0	4.0
2016-04-17	18	TSEUNG KWAN O	80.0	10.0	18.0	31.0	14.0	18.0	4.0
2016-04-17	19	TSEUNG KWAN O	77.0	17.0	19.0	25.0	15.0	23.0	4.0
2016-04-17	20	TSEUNG KWAN O	80.0	16.0	23.0	36.0	10.0	25.0	4.0
2016-04-17	21	TSEUNG KWAN O	81.0	16.0	24.0	47.0	9.0	23.0	5.0
2016-04-17	22	TSEUNG KWAN O	87.0	16.0	26.0	54.0	8.0	20.0	3.0
2016-04-17	23	TSEUNG KWAN O	79.0	14.0	16.0	30.0	16.0	24.0	2.0
2016-04-17	24	TSEUNG KWAN O	83.0	12.0	25.0	57.0	8.0	22.0	2.0
2016-04-18	1	TSEUNG KWAN O	77.0	11.0	32.0	61.0	3.0	19.0	4.0
2016-04-18	2	TSEUNG KWAN O	79.0	10.0	34.0	88.0	2.0	16.0	5.0
2016-04-18	3	TSEUNG KWAN O	86.0	10.0	24.0	68.0	20.0	16.0	3.0
2016-04-18	4	TSEUNG KWAN O	97.0	12.0	25.0	31.0	69.0	20.0	1.0
2016-04-18	5	TSEUNG KWAN O	101.0	12.0	32.0	39.0	60.0	20.0	1.0
2016-04-18	6	TSEUNG KWAN O	101.0	15.0	26.0	33.0	72.0	20.0	1.0
2016-04-18	7	TSEUNG KWAN O	104.0	16.0	21.0	24.0	68.0	21.0	1.0
2016-04-18	8	TSEUNG KWAN O	106.0	12.0	28.0	36.0	54.0	19.0	2.0
2016-04-18	9	TSEUNG KWAN O	113.0	11.0	66.0	85.0	29.0	19.0	2.0
2016-04-18	10	TSEUNG KWAN O	113.0	10.0	67.0	93.0	24.0	16.0	2.0
2016-04-18	11	TSEUNG KWAN O	103.0	8.0	31.0	36.0	58.0	15.0	1.0
2016-04-18	12	TSEUNG KWAN O	104.0	5.0	14.0	19.0	75.0	13.0	2.0
2016-04-18	13	TSEUNG KWAN O	107.0	3.0	18.0	23.0	77.0	10.0	2.0
2016-04-18	14	TSEUNG KWAN O	106.0	4.0	16.0	20.0	102.0	8.0	2.0
2016-04-18	15	TSEUNG KWAN O	105.0	6.0	10.0	14.0	120.0	9.0	2.0
2016-04-18	16	TSEUNG KWAN O	105.0	9.0	11.0	16.0	126.0	15.0	2.0
2016-04-18	17	TSEUNG KWAN O	104.0	9.0	16.0	20.0	122.0	13.0	3.0
2016-04-18	18	TSEUNG KWAN O	104.0	7.0	16.0	20.0	103.0	9.0	4.0
2016-04-18	19	TSEUNG KWAN O	106.0	9.0	23.0	27.0	87.0	13.0	5.0
2016-04-18	20	TSEUNG KWAN O	105.0	12.0	26.0	30.0	73.0	16.0	8.0
2016-04-18	21	TSEUNG KWAN O	105.0	14.0	24.0	29.0	67.0	17.0	7.0
2016-04-18	22	TSEUNG KWAN O	106.0	9.0	20.0	24.0	67.0	14.0	6.0
2016-04-18	23	TSEUNG KWAN O	108.0	5.0	18.0	21.0	94.0	11.0	6.0
2016-04-18	24	TSEUNG KWAN O	107.0	9.0	12.0	15.0	116.0	23.0	4.0
2016-04-19	1	TSEUNG KWAN O	98.0	14.0	9.0	12.0	117.0	38.0	3.0
2016-04-19	2	TSEUNG KWAN O	98.0	13.0	5.0	8.0	122.0	39.0	2.0
2016-04-19	3	TSEUNG KWAN O	96.0	9.0	4.0	8.0	116.0	33.0	2.0
2016-04-19	4	TSEUNG KWAN O		7.0				31.0	
2016-04-19	5	TSEUNG KWAN O	95.0	9.0	7.0	12.0	119.0	30.0	2.0
2016-04-19	6	TSEUNG KWAN O	94.0	8.0	10.0	13.0	116.0	28.0	2.0
2016-04-19	7	TSEUNG KWAN O	94.0	7.0	16.0	20.0	107.0	24.0	3.0
2016-04-19	8	TSEUNG KWAN O	99.0	8.0	22.0	27.0	102.0	25.0	2.0
2016-04-19	9	TSEUNG KWAN O	97.0	8.0	23.0	28.0	101.0	22.0	2.0
2016-04-19	10	TSEUNG KWAN O	98.0	10.0	14.0	18.0	107.0	22.0	2.0
2016-04-19	11	TSEUNG KWAN O	99.0	12.0	19.0	23.0	101.0	26.0	3.0
2016-04-19	12	TSEUNG KWAN O	99.0	11.0	16.0	20.0	108.0	26.0	3.0
2016-04-19	13	TSEUNG KWAN O	97.0	12.0	14.0	18.0	113.0	27.0	3.0
2016-04-19	14	TSEUNG KWAN O	91.0	11.0	15.0	19.0	122.0	22.0	3.0
2016-04-19	15	TSEUNG KWAN O	89.0	9.0	20.0	25.0	122.0	17.0	5.0
2016-04-19	16	TSEUNG KWAN O	88.0	10.0	19.0	23.0	119.0	19.0	3.0
2016-04-19	17	TSEUNG KWAN O	88.0	10.0	24.0	29.0	113.0	21.0	4.0
2016-04-19	18	TSEUNG KWAN O	89.0	14.0	21.0	26.0	115.0	24.0	4.0
2016-04-19	19	TSEUNG KWAN O	87.0	18.0	18.0	23.0	120.0	31.0	4.0
2016-04-19	20	TSEUNG KWAN O	86.0	15.0	20.0	24.0	116.0	31.0	3.0
2016-04-19	21	TSEUNG KWAN O	86.0	12.0	18.0	22.0	115.0	25.0	4.0
2016-04-19	22	TSEUNG KWAN O	82.0	11.0	15.0	19.0	118.0	23.0	2.0
2016-04-19	23	TSEUNG KWAN O	81.0	14.0	14.0	18.0	110.0	31.0	3.0
2016-04-19	24	TSEUNG KWAN O	80.0	18.0	13.0	16.0	108.0	37.0	3.0
2016-04-20	1	TSEUNG KWAN O	77.0	17.0	9.0	13.0	116.0	37.0	3.0
2016-04-20	2	TSEUNG KWAN O	76.0	17.0	8.0	11.0	119.0	35.0	3.0
2016-04-20	3	TSEUNG KWAN O	76.0	16.0	7.0	10.0	115.0	33.0	4.0
2016-04-20	4	TSEUNG KWAN O	77.0	15.0	7.0	10.0	111.0	33.0	4.0
2016-04-20	5	TSEUNG KWAN O	80.0	10.0	10.0	13.0	105.0	23.0	5.0
2016-04-20	6	TSEUNG KWAN O	81.0	9.0	11.0	14.0	101.0	23.0	4.0
2016-04-20	7	TSEUNG KWAN O	84.0	14.0	23.0	29.0	87.0	27.0	4.0
2016-04-20	8	TSEUNG KWAN O	87.0	18.0	31.0	37.0	75.0	31.0	4.0
2016-04-20	9	TSEUNG KWAN O	86.0	21.0	46.0	56.0	68.0	37.0	3.0
2016-04-20	10	TSEUNG KWAN O	82.0	18.0	20.0	25.0	89.0	37.0	4.0
2016-04-20	11	TSEUNG KWAN O	81.0	18.0	14.0	19.0	93.0	41.0	4.0
2016-04-20	12	TSEUNG KWAN O	81.0	22.0	15.0	21.0	96.0	44.0	3.0
2016-04-20	13	TSEUNG KWAN O	81.0	22.0	13.0	18.0	104.0	42.0	4.0
2016-04-20	14	TSEUNG KWAN O	82.0	22.0	13.0	18.0	107.0	42.0	4.0
2016-04-20	15	TSEUNG KWAN O	82.0	21.0	11.0	15.0	112.0	37.0	4.0
2016-04-20	16	TSEUNG KWAN O	82.0	18.0	9.0	13.0	116.0	36.0	3.0
2016-04-20	17	TSEUNG KWAN O	82.0	21.0	13.0	18.0	112.0	50.0	3.0
2016-04-20	18	TSEUNG KWAN O	82.0	24.0	11.0	16.0	113.0	63.0	3.0
2016-04-20	19	TSEUNG KWAN O	84.0	29.0	13.0	17.0	110.0	68.0	2.0
2016-04-20	20	TSEUNG KWAN O	86.0	31.0	15.0	19.0	105.0	67.0	3.0
2016-04-20	21	TSEUNG KWAN O	85.0	30.0	17.0	21.0	117.0	63.0	5.0
2016-04-20	22	TSEUNG KWAN O	85.0	29.0	15.0	18.0	113.0	62.0	5.0
2016-04-20	23	TSEUNG KWAN O	88.0	25.0	19.0	23.0	102.0	62.0	3.0
2016-04-20	24	TSEUNG KWAN O	92.0	28.0	29.0	33.0	77.0	56.0	6.0
2016-04-21	1	TSEUNG KWAN O	91.0	35.0	26.0	30.0	66.0		4.0
2016-04-21	2	TSEUNG KWAN O	92.0	38.0	31.0	35.0	48.0		4.0
2016-04-21	3	TSEUNG KWAN O	97.0	38.0	36.0	40.0	30.0	38.0	4.0
2016-04-21	4	TSEUNG KWAN O		36.0					
2016-04-21	5	TSEUNG KWAN O	81.0	28.0	6.0	10.0	74.0		3.0
2016-04-21	6	TSEUNG KWAN O	82.0	23.0	9.0	13.0	83.0		4.0
2016-04-21	7	TSEUNG KWAN O	91.0	17.0	27.0	33.0	54.0	29.0	3.0
2016-04-21	8	TSEUNG KWAN O	101.0	17.0	43.0	53.0	39.0	27.0	3.0
2016-04-21	9	TSEUNG KWAN O	90.0	19.0	20.0	25.0	69.0		2.0
2016-04-21	10	TSEUNG KWAN O	83.0	18.0	11.0	16.0	76.0	15.0	2.0
2016-04-21	11	TSEUNG KWAN O	84.0	17.0	13.0	20.0	74.0		2.0
2016-04-21	12	TSEUNG KWAN O	85.0	14.0	29.0	46.0	61.0		6.0
2016-04-21	13	TSEUNG KWAN O	86.0	15.0	41.0	60.0	52.0	16.0	6.0
2016-04-21	14	TSEUNG KWAN O	85.0	16.0	40.0	57.0	61.0	21.0	6.0
2016-04-21	15	TSEUNG KWAN O	84.0	16.0	39.0	58.0	57.0	25.0	5.0
2016-04-21	16	TSEUNG KWAN O	84.0		50.0	72.0	49.0		6.0
2016-04-21	17	TSEUNG KWAN O	87.0		60.0	84.0	30.0		11.0
2016-04-21	18	TSEUNG KWAN O	94.0		65.0	94.0	18.0		10.0
2016-04-21	19	TSEUNG KWAN O	91.0	34.0	60.0	76.0	26.0	47.0	11.0
2016-04-21	20	TSEUNG KWAN O	96.0	35.0	57.0	70.0	20.0	43.0	11.0
2016-04-21	21	TSEUNG KWAN O	108.0	31.0	64.0	91.0	3.0	35.0	10.0
2016-04-21	22	TSEUNG KWAN O	114.0	34.0	57.0	95.0	3.0	40.0	8.0
2016-04-21	23	TSEUNG KWAN O	107.0	36.0	49.0	71.0	4.0	42.0	9.0
2016-04-21	24	TSEUNG KWAN O	105.0	37.0	50.0	75.0	3.0	39.0	9.0
