DATE	HOUR	STATION	CO	FSP	NO2	NOX	O3	RSP	SO2
2016-03-28	20	TSEUNG KWAN O	83.0	34.0	39.0	44.0	120.0	53.0	7.0
2016-03-28	21	TSEUNG KWAN O	83.0	33.0	27.0	31.0	134.0	51.0	6.0
2016-03-28	22	TSEUNG KWAN O	86.0	36.0	31.0	36.0	121.0	52.0	6.0
2016-03-28	23	TSEUNG KWAN O	96.0	36.0	67.0	74.0	84.0	53.0	5.0
2016-03-28	24	TSEUNG KWAN O	81.0	37.0	38.0	43.0	110.0	54.0	5.0
2016-03-29	1	TSEUNG KWAN O	83.0	35.0	66.0	84.0	67.0	49.0	4.0
2016-03-29	2	TSEUNG KWAN O	78.0	29.0	55.0	70.0	72.0	42.0	4.0
2016-03-29	3	TSEUNG KWAN O	76.0	28.0	45.0	49.0	76.0	39.0	4.0
2016-03-29	4	TSEUNG KWAN O	73.0	23.0	40.0	44.0	76.0	37.0	4.0
2016-03-29	5	TSEUNG KWAN O	74.0	25.0	55.0	62.0	55.0	38.0	4.0
2016-03-29	6	TSEUNG KWAN O	73.0	25.0	59.0	65.0	51.0	37.0	4.0
2016-03-29	7	TSEUNG KWAN O	84.0	23.0	93.0	130.0	15.0	35.0	4.0
2016-03-29	8	TSEUNG KWAN O	90.0	24.0	78.0	135.0	28.0	35.0	5.0
2016-03-29	9	TSEUNG KWAN O	72.0	22.0	37.0	45.0	86.0	37.0	6.0
2016-03-29	10	TSEUNG KWAN O	66.0	22.0	17.0	21.0	116.0	38.0	6.0
2016-03-29	11	TSEUNG KWAN O	69.0	20.0	22.0	28.0	121.0	37.0	7.0
2016-03-29	12	TSEUNG KWAN O	70.0	22.0	20.0	25.0	128.0	42.0	7.0
2016-03-29	13	TSEUNG KWAN O	70.0	26.0	19.0	23.0	139.0	45.0	7.0
2016-03-29	14	TSEUNG KWAN O	72.0	27.0	22.0	27.0	140.0	44.0	6.0
2016-03-29	15	TSEUNG KWAN O	74.0	31.0	19.0	23.0	152.0	45.0	7.0
2016-03-29	16	TSEUNG KWAN O	76.0	33.0	24.0	29.0	152.0	51.0	6.0
2016-03-29	17	TSEUNG KWAN O	78.0	34.0	26.0	30.0	151.0	55.0	6.0
2016-03-29	18	TSEUNG KWAN O	82.0	36.0	38.0	43.0	137.0	60.0	6.0
2016-03-29	19	TSEUNG KWAN O	90.0	39.0	53.0	58.0	104.0	64.0	5.0
2016-03-29	20	TSEUNG KWAN O	91.0	37.0	58.0	63.0	92.0	62.0	4.0
2016-03-29	21	TSEUNG KWAN O	79.0	36.0	22.0	27.0	117.0	60.0	3.0
2016-03-29	22	TSEUNG KWAN O	87.0	38.0	37.0	41.0	105.0	60.0	4.0
2016-03-29	23	TSEUNG KWAN O	88.0	40.0	41.0	45.0	105.0	61.0	5.0
2016-03-29	24	TSEUNG KWAN O	89.0	37.0	44.0	49.0	101.0	57.0	6.0
2016-03-30	1	TSEUNG KWAN O	89.0	33.0	41.0	45.0	90.0	55.0	5.0
2016-03-30	2	TSEUNG KWAN O	87.0	34.0	27.0	30.0	109.0	54.0	8.0
2016-03-30	3	TSEUNG KWAN O	85.0	39.0	25.0	29.0	108.0	60.0	7.0
2016-03-30	4	TSEUNG KWAN O		40.0				65.0	
2016-03-30	5	TSEUNG KWAN O	80.0	42.0	19.0	23.0	106.0	64.0	6.0
2016-03-30	6	TSEUNG KWAN O	86.0	41.0	52.0	69.0	59.0	66.0	4.0
2016-03-30	7	TSEUNG KWAN O	96.0	38.0	72.0	90.0	33.0	68.0	4.0
2016-03-30	8	TSEUNG KWAN O	97.0	35.0	64.0	88.0	56.0	70.0	4.0
2016-03-30	9	TSEUNG KWAN O	86.0	36.0	35.0	43.0	99.0	72.0	5.0
2016-03-30	10	TSEUNG KWAN O	78.0	37.0	16.0	21.0	125.0	71.0	7.0
2016-03-30	11	TSEUNG KWAN O	79.0	33.0	17.0	22.0	131.0	64.0	7.0
2016-03-30	12	TSEUNG KWAN O	80.0	30.0	20.0	24.0	134.0	51.0	7.0
2016-03-30	13	TSEUNG KWAN O	82.0	30.0	19.0	24.0	137.0	46.0	8.0
2016-03-30	14	TSEUNG KWAN O	83.0	32.0	27.0	32.0	131.0	46.0	8.0
2016-03-30	15	TSEUNG KWAN O	82.0	33.0	21.0	26.0	139.0	47.0	7.0
2016-03-30	16	TSEUNG KWAN O	82.0	34.0	27.0	31.0	134.0	50.0	7.0
2016-03-30	17	TSEUNG KWAN O	83.0	31.0	31.0	36.0	127.0	59.0	6.0
2016-03-30	18	TSEUNG KWAN O	89.0	32.0	42.0	46.0	101.0	67.0	5.0
2016-03-30	19	TSEUNG KWAN O	112.0	38.0	89.0	96.0	41.0	74.0	4.0
2016-03-30	20	TSEUNG KWAN O	122.0	44.0	122.0	147.0	10.0	78.0	4.0
2016-03-30	21	TSEUNG KWAN O	129.0	48.0	107.0	129.0	19.0	82.0	4.0
2016-03-30	22	TSEUNG KWAN O	118.0	49.0	84.0	92.0	27.0	92.0	3.0
2016-03-30	23	TSEUNG KWAN O	121.0	52.0	87.0	98.0	21.0	97.0	3.0
2016-03-30	24	TSEUNG KWAN O	131.0	53.0	81.0	108.0	8.0	100.0	3.0
2016-03-31	1	TSEUNG KWAN O	136.0	51.0	68.0	176.0	2.0	93.0	4.0
2016-03-31	2	TSEUNG KWAN O	119.0	45.0	55.0	128.0	5.0	72.0	3.0
2016-03-31	3	TSEUNG KWAN O	115.0	41.0	47.0	130.0	2.0	59.0	3.0
2016-03-31	4	TSEUNG KWAN O	106.0	37.0	44.0	105.0	3.0	48.0	3.0
2016-03-31	5	TSEUNG KWAN O	104.0	29.0	40.0	103.0	2.0	40.0	3.0
2016-03-31	6	TSEUNG KWAN O	120.0	27.0	43.0	176.0	2.0	40.0	4.0
2016-03-31	7	TSEUNG KWAN O	145.0	33.0	61.0	398.0	2.0	43.0	8.0
2016-03-31	8	TSEUNG KWAN O	142.0	36.0	60.0	265.0	5.0	45.0	6.0
2016-03-31	9	TSEUNG KWAN O	130.0	43.0	68.0	169.0	6.0	52.0	4.0
2016-03-31	10	TSEUNG KWAN O	118.0	50.0	77.0	173.0	10.0	71.0	4.0
2016-03-31	11	TSEUNG KWAN O	98.0	57.0	76.0	128.0	27.0	90.0	7.0
2016-03-31	12	TSEUNG KWAN O	92.0	58.0	68.0	98.0	48.0	95.0	9.0
2016-03-31	13	TSEUNG KWAN O	92.0	54.0	74.0	102.0	53.0	89.0	10.0
2016-03-31	14	TSEUNG KWAN O	92.0	55.0	67.0	88.0	67.0	85.0	17.0
2016-03-31	15	TSEUNG KWAN O	90.0	50.0	68.0	90.0	66.0	81.0	13.0
2016-03-31	16	TSEUNG KWAN O	89.0	42.0	89.0	125.0	40.0	75.0	30.0
2016-03-31	17	TSEUNG KWAN O	94.0	48.0	107.0	149.0	30.0	80.0	40.0
2016-03-31	18	TSEUNG KWAN O	97.0	60.0	114.0	152.0	22.0	88.0	32.0
2016-03-31	19	TSEUNG KWAN O	106.0	63.0	99.0	110.0	23.0	95.0	18.0
2016-03-31	20	TSEUNG KWAN O	114.0	59.0	101.0	120.0	8.0	93.0	13.0
2016-03-31	21	TSEUNG KWAN O	105.0	57.0	81.0	96.0	19.0	78.0	17.0
2016-03-31	22	TSEUNG KWAN O	111.0	57.0	83.0	107.0	5.0	71.0	14.0
2016-03-31	23	TSEUNG KWAN O	118.0	54.0	79.0	110.0	4.0	74.0	12.0
2016-03-31	24	TSEUNG KWAN O	137.0	54.0	84.0	211.0	2.0	69.0	11.0
2016-04-01	1	TSEUNG KWAN O	121.0	62.0	87.0	239.0	2.0	77.0	12.0
2016-04-01	2	TSEUNG KWAN O	114.0	61.0	85.0	217.0	2.0	82.0	12.0
2016-04-01	3	TSEUNG KWAN O	132.0	58.0	78.0	246.0	2.0	74.0	10.0
2016-04-01	4	TSEUNG KWAN O		62.0				74.0	
2016-04-01	5	TSEUNG KWAN O	107.0	63.0	54.0	108.0	1.0	76.0	8.0
2016-04-01	6	TSEUNG KWAN O	103.0	56.0	59.0	97.0	2.0	68.0	8.0
2016-04-01	7	TSEUNG KWAN O	103.0	48.0	62.0	128.0	3.0	55.0	11.0
2016-04-01	8	TSEUNG KWAN O	106.0	47.0	59.0	116.0	5.0	54.0	18.0
2016-04-01	9	TSEUNG KWAN O	121.0	51.0	64.0	141.0	5.0	62.0	17.0
2016-04-01	10	TSEUNG KWAN O	111.0	57.0	76.0	209.0	7.0	72.0	18.0
2016-04-01	11	TSEUNG KWAN O	95.0	60.0	75.0	170.0	9.0	83.0	26.0
2016-04-01	12	TSEUNG KWAN O		58.0				83.0	
2016-04-01	13	TSEUNG KWAN O	88.0	49.0	61.0	109.0	28.0	74.0	23.0
2016-04-01	14	TSEUNG KWAN O	80.0	34.0	60.0	94.0	36.0	56.0	18.0
2016-04-01	15	TSEUNG KWAN O							
2016-04-01	16	TSEUNG KWAN O	79.0	9.0	65.0	97.0	39.0	22.0	15.0
2016-04-01	17	TSEUNG KWAN O	79.0	25.0	56.0	73.0	49.0	39.0	9.0
2016-04-01	18	TSEUNG KWAN O	77.0	38.0	49.0	56.0	42.0	56.0	13.0
2016-04-01	19	TSEUNG KWAN O	77.0	42.0	32.0	36.0	76.0	55.0	8.0
2016-04-01	20	TSEUNG KWAN O	82.0	43.0	25.0	29.0	94.0	51.0	4.0
2016-04-01	21	TSEUNG KWAN O	83.0	47.0	30.0	35.0	82.0	55.0	6.0
2016-04-01	22	TSEUNG KWAN O	85.0	54.0	29.0	32.0	81.0	67.0	4.0
2016-04-01	23	TSEUNG KWAN O	85.0	57.0	29.0	32.0	70.0	70.0	4.0
2016-04-01	24	TSEUNG KWAN O	83.0	58.0	30.0	34.0	60.0	66.0	6.0
2016-04-02	1	TSEUNG KWAN O	82.0	53.0	27.0	30.0	62.0	60.0	5.0
2016-04-02	2	TSEUNG KWAN O	81.0	41.0	18.0	21.0	72.0	50.0	4.0
2016-04-02	3	TSEUNG KWAN O	80.0	41.0	15.0	18.0	74.0	50.0	4.0
2016-04-02	4	TSEUNG KWAN O	79.0	41.0	16.0	18.0	77.0	52.0	4.0
2016-04-02	5	TSEUNG KWAN O	77.0	37.0	13.0	16.0	81.0	42.0	3.0
2016-04-02	6	TSEUNG KWAN O	81.0	32.0	23.0	26.0	78.0	33.0	3.0
2016-04-02	7	TSEUNG KWAN O	81.0	37.0	26.0	34.0	80.0	44.0	3.0
2016-04-02	8	TSEUNG KWAN O	83.0	49.0	28.0	32.0	80.0	77.0	2.0
2016-04-02	9	TSEUNG KWAN O	85.0	50.0	42.0	51.0	74.0	88.0	2.0
2016-04-02	10	TSEUNG KWAN O	83.0	44.0	21.0	25.0	94.0	73.0	2.0
2016-04-02	11	TSEUNG KWAN O	86.0	36.0	30.0	34.0	82.0	52.0	2.0
2016-04-02	12	TSEUNG KWAN O	84.0	35.0	23.0	28.0	90.0	47.0	2.0
2016-04-02	13	TSEUNG KWAN O	83.0	41.0	24.0	31.0	87.0	54.0	2.0
2016-04-02	14	TSEUNG KWAN O	81.0	42.0	20.0	26.0	94.0	54.0	2.0
2016-04-02	15	TSEUNG KWAN O	81.0	38.0	16.0	20.0	99.0	46.0	2.0
2016-04-02	16	TSEUNG KWAN O	81.0	30.0	15.0	19.0	98.0	37.0	2.0
2016-04-02	17	TSEUNG KWAN O	81.0	23.0	15.0	19.0	102.0	35.0	2.0
2016-04-02	18	TSEUNG KWAN O	82.0	26.0	17.0	20.0	100.0	39.0	3.0
2016-04-02	19	TSEUNG KWAN O	83.0	35.0	21.0	24.0	98.0	43.0	4.0
2016-04-02	20	TSEUNG KWAN O	85.0	40.0	22.0	26.0	84.0	49.0	2.0
2016-04-02	21	TSEUNG KWAN O	82.0	40.0	20.0	24.0	84.0	49.0	3.0
2016-04-02	22	TSEUNG KWAN O	90.0	33.0	31.0	35.0	74.0	43.0	3.0
2016-04-02	23	TSEUNG KWAN O	106.0	32.0	55.0	63.0	34.0	45.0	2.0
2016-04-02	24	TSEUNG KWAN O	95.0	39.0	40.0	44.0	47.0	53.0	2.0
2016-04-03	1	TSEUNG KWAN O	90.0	44.0	34.0	38.0	47.0	56.0	2.0
2016-04-03	2	TSEUNG KWAN O	83.0	38.0	17.0	20.0	72.0	48.0	3.0
2016-04-03	3	TSEUNG KWAN O	82.0	39.0	16.0	18.0	74.0	51.0	5.0
2016-04-03	4	TSEUNG KWAN O		48.0				66.0	
2016-04-03	5	TSEUNG KWAN O	82.0	51.0	13.0	17.0	64.0	84.0	3.0
2016-04-03	6	TSEUNG KWAN O	82.0	52.0	13.0	16.0	63.0	82.0	3.0
2016-04-03	7	TSEUNG KWAN O	82.0	50.0	16.0	18.0	70.0	71.0	4.0
2016-04-03	8	TSEUNG KWAN O	86.0	39.0	18.0	21.0	68.0	55.0	4.0
2016-04-03	9	TSEUNG KWAN O	92.0	27.0	29.0	34.0	55.0	30.0	2.0
2016-04-03	10	TSEUNG KWAN O	93.0	22.0	43.0	55.0	39.0	19.0	2.0
2016-04-03	11	TSEUNG KWAN O	92.0	24.0	31.0	41.0	52.0	22.0	2.0
2016-04-03	12	TSEUNG KWAN O	77.0	22.0	17.0	23.0	66.0	23.0	1.0
2016-04-03	13	TSEUNG KWAN O	73.0	14.0	17.0	24.0	67.0	13.0	1.0
2016-04-03	14	TSEUNG KWAN O	74.0	14.0	21.0	30.0	63.0		2.0
2016-04-03	15	TSEUNG KWAN O	78.0	15.0	27.0	36.0	69.0		3.0
2016-04-03	16	TSEUNG KWAN O	80.0	15.0	34.0	43.0	60.0	20.0	3.0
2016-04-03	17	TSEUNG KWAN O		16.0				27.0	
2016-04-03	18	TSEUNG KWAN O		22.0				43.0	
2016-04-03	19	TSEUNG KWAN O	95.0	28.0	60.0	66.0	34.0	52.0	3.0
2016-04-03	20	TSEUNG KWAN O		30.0				46.0	
2016-04-03	21	TSEUNG KWAN O		34.0				43.0	
2016-04-03	22	TSEUNG KWAN O	100.0	40.0	68.0	83.0	14.0	43.0	8.0
2016-04-03	23	TSEUNG KWAN O	98.0	45.0	58.0	69.0	14.0	49.0	6.0
2016-04-03	24	TSEUNG KWAN O	98.0	41.0	59.0	70.0	10.0	49.0	6.0
2016-04-04	1	TSEUNG KWAN O	90.0	35.0	58.0	78.0	20.0	44.0	8.0
2016-04-04	2	TSEUNG KWAN O	88.0	33.0	47.0	54.0	23.0	40.0	5.0
2016-04-04	3	TSEUNG KWAN O	90.0	33.0	37.0	43.0	18.0	39.0	4.0
2016-04-04	4	TSEUNG KWAN O	86.0	30.0	31.0	36.0	21.0	39.0	4.0
2016-04-04	5	TSEUNG KWAN O	86.0	33.0	34.0	42.0	15.0	42.0	3.0
2016-04-04	6	TSEUNG KWAN O	77.0	35.0	19.0	23.0	37.0	42.0	3.0
2016-04-04	7	TSEUNG KWAN O	78.0	31.0	36.0	48.0	17.0	35.0	3.0
2016-04-04	8	TSEUNG KWAN O	73.0	30.0	33.0	45.0	22.0	33.0	8.0
2016-04-04	9	TSEUNG KWAN O	74.0	25.0	33.0	47.0	19.0	27.0	9.0
2016-04-04	10	TSEUNG KWAN O	76.0	21.0	30.0	46.0	22.0	20.0	7.0
2016-04-04	11	TSEUNG KWAN O	71.0	15.0	24.0	36.0	29.0	13.0	4.0
2016-04-04	12	TSEUNG KWAN O	70.0	11.0	18.0	30.0	36.0	10.0	5.0
2016-04-04	13	TSEUNG KWAN O	69.0	10.0	16.0	27.0	43.0	13.0	5.0
2016-04-04	14	TSEUNG KWAN O	68.0	4.0	19.0	31.0	44.0	8.0	7.0
2016-04-04	15	TSEUNG KWAN O	70.0	1.0	29.0	45.0	42.0	6.0	11.0
2016-04-04	16	TSEUNG KWAN O	70.0	7.0	31.0	48.0	37.0	13.0	12.0
2016-04-04	17	TSEUNG KWAN O	74.0	10.0	42.0	61.0	23.0	19.0	10.0
2016-04-04	18	TSEUNG KWAN O	75.0	15.0	46.0	58.0	14.0	29.0	9.0
2016-04-04	19	TSEUNG KWAN O	76.0	25.0	53.0	64.0	23.0	48.0	8.0
2016-04-04	20	TSEUNG KWAN O	87.0	21.0	67.0	83.0	33.0	41.0	3.0
2016-04-04	21	TSEUNG KWAN O	81.0	10.0	69.0	84.0	25.0	20.0	4.0
2016-04-04	22	TSEUNG KWAN O	95.0	7.0	85.0	119.0	8.0	19.0	5.0
2016-04-04	23	TSEUNG KWAN O	84.0	10.0	67.0	85.0	24.0	21.0	4.0
2016-04-04	24	TSEUNG KWAN O	94.0	11.0	83.0	104.0	9.0	21.0	3.0
2016-04-05	1	TSEUNG KWAN O	87.0	11.0	93.0	113.0	13.0	19.0	4.0
2016-04-05	2	TSEUNG KWAN O	90.0	7.0	81.0	108.0	5.0	13.0	2.0
2016-04-05	3	TSEUNG KWAN O	101.0	3.0	72.0	123.0	2.0	8.0	2.0
2016-04-05	4	TSEUNG KWAN O		3.0				9.0	
2016-04-05	5	TSEUNG KWAN O	80.0	5.0	38.0	58.0	7.0	10.0	2.0
2016-04-05	6	TSEUNG KWAN O	87.0	9.0	40.0	85.0	2.0	15.0	2.0
2016-04-05	7	TSEUNG KWAN O	109.0	11.0	45.0	196.0	2.0	18.0	4.0
2016-04-05	8	TSEUNG KWAN O	136.0	16.0	54.0	248.0	3.0	21.0	5.0
2016-04-05	9	TSEUNG KWAN O	85.0	18.0	35.0	57.0	34.0	24.0	5.0
2016-04-05	10	TSEUNG KWAN O	72.0	14.0	20.0	26.0	52.0	18.0	5.0
2016-04-05	11	TSEUNG KWAN O	69.0	11.0	17.0	22.0	50.0	15.0	4.0
2016-04-05	12	TSEUNG KWAN O	66.0	10.0	20.0	27.0	33.0	17.0	5.0
2016-04-05	13	TSEUNG KWAN O	67.0	13.0	24.0	33.0	22.0	27.0	6.0
2016-04-05	14	TSEUNG KWAN O	68.0	18.0	29.0	42.0	14.0	36.0	7.0
2016-04-05	15	TSEUNG KWAN O	71.0	22.0	30.0	48.0	11.0	34.0	7.0
2016-04-05	16	TSEUNG KWAN O	72.0	21.0	31.0	48.0	12.0	27.0	6.0
2016-04-05	17	TSEUNG KWAN O	81.0	21.0	39.0	58.0	12.0	24.0	7.0
2016-04-05	18	TSEUNG KWAN O	81.0	33.0	47.0	71.0	8.0	35.0	12.0
2016-04-05	19	TSEUNG KWAN O	81.0	35.0	46.0	57.0	10.0	38.0	7.0
2016-04-05	20	TSEUNG KWAN O	83.0	24.0	44.0	55.0	13.0	31.0	6.0
2016-04-05	21	TSEUNG KWAN O							
2016-04-05	22	TSEUNG KWAN O							
2016-04-05	23	TSEUNG KWAN O	80.0	17.0	29.0	33.0	32.0	20.0	4.0
2016-04-05	24	TSEUNG KWAN O	76.0	15.0	24.0	28.0	33.0	22.0	4.0
2016-04-06	1	TSEUNG KWAN O	73.0	15.0	26.0	30.0	29.0	26.0	4.0
2016-04-06	2	TSEUNG KWAN O	71.0	22.0	14.0	16.0	37.0	28.0	3.0
2016-04-06	3	TSEUNG KWAN O	70.0	24.0	13.0	16.0	33.0	29.0	2.0
2016-04-06	4	TSEUNG KWAN O	71.0	27.0	13.0	17.0	30.0	30.0	2.0
2016-04-06	5	TSEUNG KWAN O	70.0	29.0	16.0	19.0	31.0	32.0	3.0
2016-04-06	6	TSEUNG KWAN O	71.0	24.0	16.0	21.0	31.0	27.0	1.0
2016-04-06	7	TSEUNG KWAN O	75.0	20.0	23.0	31.0	23.0	19.0	1.0
2016-04-06	8	TSEUNG KWAN O	77.0	15.0	24.0	32.0	20.0	16.0	2.0
2016-04-06	9	TSEUNG KWAN O	79.0	13.0	35.0	64.0	10.0	18.0	12.0
2016-04-06	10	TSEUNG KWAN O	78.0	16.0	27.0	47.0	19.0	25.0	6.0
2016-04-06	11	TSEUNG KWAN O	73.0	19.0	18.0	30.0	30.0	25.0	3.0
2016-04-06	12	TSEUNG KWAN O	72.0	20.0	15.0	23.0	39.0	21.0	1.0
2016-04-06	13	TSEUNG KWAN O	70.0	23.0	19.0	29.0	41.0	20.0	3.0
2016-04-06	14	TSEUNG KWAN O	72.0	19.0	18.0	26.0	43.0	20.0	4.0
2016-04-06	15	TSEUNG KWAN O	70.0	18.0	17.0	24.0	50.0	20.0	4.0
2016-04-06	16	TSEUNG KWAN O	70.0	21.0	15.0	21.0	60.0	24.0	2.0
2016-04-06	17	TSEUNG KWAN O	71.0	19.0	18.0	23.0	58.0	23.0	1.0
2016-04-06	18	TSEUNG KWAN O	74.0	20.0	29.0	34.0	53.0	22.0	1.0
2016-04-06	19	TSEUNG KWAN O	78.0	23.0	27.0	31.0	49.0	24.0	1.0
2016-04-06	20	TSEUNG KWAN O	78.0	22.0	28.0	32.0	43.0	25.0	1.0
2016-04-06	21	TSEUNG KWAN O	73.0	17.0	18.0	22.0	49.0	22.0	1.0
2016-04-06	22	TSEUNG KWAN O	71.0	13.0	24.0	29.0	39.0	17.0	4.0
2016-04-06	23	TSEUNG KWAN O	72.0	12.0	23.0	26.0	37.0	15.0	3.0
2016-04-06	24	TSEUNG KWAN O	75.0	10.0	30.0	37.0	23.0	16.0	3.0
2016-04-07	1	TSEUNG KWAN O	73.0	7.0	30.0	35.0	16.0	18.0	4.0
2016-04-07	2	TSEUNG KWAN O	71.0	10.0	30.0	35.0	14.0	14.0	7.0
2016-04-07	3	TSEUNG KWAN O	68.0	14.0	22.0	27.0	20.0	12.0	5.0
2016-04-07	4	TSEUNG KWAN O		18.0				16.0	
2016-04-07	5	TSEUNG KWAN O	64.0	21.0	9.0	13.0	30.0	21.0	2.0
2016-04-07	6	TSEUNG KWAN O	68.0	17.0	13.0	17.0	25.0	21.0	1.0
2016-04-07	7	TSEUNG KWAN O	68.0	14.0	16.0	21.0	28.0	18.0	1.0
2016-04-07	8	TSEUNG KWAN O	72.0	15.0	20.0	29.0	26.0	16.0	1.0
2016-04-07	9	TSEUNG KWAN O	72.0	13.0	23.0	32.0	26.0	15.0	1.0
2016-04-07	10	TSEUNG KWAN O	75.0	15.0	28.0	46.0	21.0	16.0	1.0
2016-04-07	11	TSEUNG KWAN O	69.0	14.0	17.0	23.0	33.0	20.0	2.0
2016-04-07	12	TSEUNG KWAN O	69.0	14.0	20.0	30.0	33.0	23.0	2.0
2016-04-07	13	TSEUNG KWAN O	67.0	17.0	18.0	25.0	39.0	22.0	2.0
2016-04-07	14	TSEUNG KWAN O	69.0	15.0	20.0	28.0	39.0	16.0	3.0
2016-04-07	15	TSEUNG KWAN O	68.0	15.0	25.0	34.0	32.0	14.0	9.0
2016-04-07	16	TSEUNG KWAN O	71.0	16.0	33.0	49.0	25.0	17.0	12.0
2016-04-07	17	TSEUNG KWAN O	71.0	18.0	29.0	37.0	31.0	23.0	6.0
2016-04-07	18	TSEUNG KWAN O	75.0	23.0	40.0	50.0	19.0	33.0	7.0
2016-04-07	19	TSEUNG KWAN O	77.0	28.0	40.0	47.0	22.0	53.0	6.0
2016-04-07	20	TSEUNG KWAN O	71.0	27.0	27.0	31.0	35.0	47.0	9.0
2016-04-07	21	TSEUNG KWAN O	75.0	30.0	32.0	37.0	25.0	38.0	8.0
2016-04-07	22	TSEUNG KWAN O	75.0	35.0	30.0	35.0	26.0	47.0	7.0
2016-04-07	23	TSEUNG KWAN O	73.0	35.0	23.0	28.0	31.0	44.0	7.0
2016-04-07	24	TSEUNG KWAN O	71.0	36.0	22.0	26.0	32.0	38.0	6.0
2016-04-08	1	TSEUNG KWAN O	69.0	32.0	22.0	25.0	30.0	34.0	7.0
2016-04-08	2	TSEUNG KWAN O	69.0	31.0	19.0	23.0	27.0	40.0	6.0
2016-04-08	3	TSEUNG KWAN O	71.0	32.0	22.0	27.0	20.0	41.0	5.0
2016-04-08	4	TSEUNG KWAN O	67.0	29.0	16.0	19.0	25.0	38.0	6.0
2016-04-08	5	TSEUNG KWAN O	65.0	24.0	20.0	23.0	20.0	34.0	8.0
2016-04-08	6	TSEUNG KWAN O	65.0	18.0	20.0	24.0	18.0	23.0	6.0
2016-04-08	7	TSEUNG KWAN O	71.0	13.0	27.0	47.0	10.0	17.0	5.0
2016-04-08	8	TSEUNG KWAN O	86.0	10.0	34.0	72.0	6.0	15.0	5.0
2016-04-08	9	TSEUNG KWAN O	89.0	11.0	37.0	81.0	7.0	15.0	4.0
2016-04-08	10	TSEUNG KWAN O	78.0	18.0	29.0	51.0	13.0	17.0	3.0
2016-04-08	11	TSEUNG KWAN O	82.0	24.0	34.0	68.0	18.0		3.0
2016-04-08	12	TSEUNG KWAN O	69.0	23.0	29.0	54.0	34.0	24.0	3.0
2016-04-08	13	TSEUNG KWAN O	68.0	17.0	24.0	40.0	42.0	29.0	5.0
2016-04-08	14	TSEUNG KWAN O	70.0	10.0	30.0	49.0	37.0	23.0	6.0
2016-04-08	15	TSEUNG KWAN O	69.0	11.0	28.0	47.0	37.0	19.0	5.0
2016-04-08	16	TSEUNG KWAN O	70.0	14.0	32.0	54.0	34.0	40.0	6.0
2016-04-08	17	TSEUNG KWAN O	72.0	11.0	42.0	73.0	22.0	38.0	10.0
2016-04-08	18	TSEUNG KWAN O	79.0	18.0	52.0	96.0	11.0	28.0	12.0
2016-04-08	19	TSEUNG KWAN O	87.0	29.0	55.0	102.0	5.0	39.0	14.0
2016-04-08	20	TSEUNG KWAN O	88.0	29.0	54.0	94.0	6.0	37.0	14.0
2016-04-08	21	TSEUNG KWAN O	85.0	23.0	50.0	86.0	6.0	32.0	14.0
2016-04-08	22	TSEUNG KWAN O	78.0	18.0	45.0	68.0	6.0	32.0	18.0
2016-04-08	23	TSEUNG KWAN O	81.0	19.0	45.0	77.0	4.0	31.0	13.0
2016-04-08	24	TSEUNG KWAN O	79.0	24.0	42.0	76.0	5.0	29.0	13.0
2016-04-09	1	TSEUNG KWAN O	83.0	28.0	43.0	94.0	3.0	28.0	9.0
2016-04-09	2	TSEUNG KWAN O	78.0	26.0	38.0	83.0	4.0	29.0	8.0
2016-04-09	3	TSEUNG KWAN O	73.0	21.0	36.0	58.0	4.0	26.0	12.0
2016-04-09	4	TSEUNG KWAN O		22.0				25.0	
2016-04-09	5	TSEUNG KWAN O	70.0	24.0	28.0	43.0	7.0	25.0	9.0
2016-04-09	6	TSEUNG KWAN O	70.0	26.0	29.0	50.0	11.0	28.0	9.0
2016-04-09	7	TSEUNG KWAN O	76.0	26.0	34.0	68.0	7.0	30.0	5.0
2016-04-09	8	TSEUNG KWAN O	76.0	19.0	38.0	80.0	8.0	26.0	5.0
2016-04-09	9	TSEUNG KWAN O	74.0	21.0	36.0	67.0	13.0	28.0	8.0
2016-04-09	10	TSEUNG KWAN O	76.0	23.0	38.0	73.0	15.0	31.0	7.0
2016-04-09	11	TSEUNG KWAN O	76.0	23.0	38.0	72.0	16.0	30.0	18.0
2016-04-09	12	TSEUNG KWAN O	74.0	18.0	33.0	56.0	26.0	27.0	11.0
2016-04-09	13	TSEUNG KWAN O	72.0	15.0	29.0	49.0	33.0	23.0	8.0
2016-04-09	14	TSEUNG KWAN O	74.0	18.0	35.0	56.0	29.0	21.0	7.0
2016-04-09	15	TSEUNG KWAN O	74.0	19.0	34.0	56.0	28.0	23.0	4.0
2016-04-09	16	TSEUNG KWAN O	74.0	16.0	34.0	54.0	28.0	25.0	3.0
2016-04-09	17	TSEUNG KWAN O	74.0	16.0	35.0	53.0	26.0	31.0	2.0
2016-04-09	18	TSEUNG KWAN O	73.0	20.0	29.0	38.0	33.0	36.0	4.0
2016-04-09	19	TSEUNG KWAN O	77.0	17.0	41.0	55.0	19.0	63.0	10.0
2016-04-09	20	TSEUNG KWAN O	78.0	11.0	42.0	53.0	17.0	72.0	6.0
2016-04-09	21	TSEUNG KWAN O	75.0	14.0	35.0	41.0	17.0	41.0	8.0
2016-04-09	22	TSEUNG KWAN O	75.0	19.0	41.0	57.0	7.0	27.0	16.0
